id,user_id,order_no,item_code,amount,pay_status,created_at
325,853,ORD00853k7j6wn,priority_match,49.0,refunded,2025-07-17 11:18:51
326,857,ORD00857wakl1v,exposure_boost,19.9,refunded,2025-09-05 11:18:51
327,858,ORD00858sehoqz,exposure_boost,19.9,refunded,2025-07-12 11:18:51
328,864,ORD00864jm4p9b,priority_match,49.0,refunded,2025-06-23 11:18:51
329,867,ORD00867up5bvf,exposure_boost,19.9,paid,2025-07-17 11:18:51
330,868,ORD00868o16lff,priority_match,49.0,unpaid,2025-07-22 11:18:51
331,870,ORD008705b501k,exposure_boost,19.9,unpaid,2025-06-24 11:18:51
332,871,ORD00871j75q0n,priority_match,49.0,paid,2025-08-13 11:18:51
333,872,ORD00872dbdptk,exposure_boost,19.9,paid,2025-08-31 11:18:51
334,873,ORD00873ps86x5,priority_match,49.0,refunding,2025-06-26 11:18:51
335,875,ORD008759v0cw8,exposure_boost,19.9,refunded,2025-08-15 11:18:51
336,876,ORD008763y0ymn,exposure_boost,19.9,refunding,2025-06-19 11:18:51
337,877,ORD00877wvbvj6,priority_match,49.0,paid,2025-08-09 11:18:51
338,878,ORD008780h3lq1,priority_match,49.0,paid,2025-06-19 11:18:51
339,879,ORD00879amkcej,matchmaker_1v1,199.0,paid,2025-08-22 11:18:51
340,886,ORD00886frtii2,priority_match,49.0,unpaid,2025-06-14 11:18:51
341,887,ORD00887xf1ktk,priority_match,49.0,refunding,2025-06-15 11:18:51
342,889,ORD00889u0n938,priority_match,49.0,refunded,2025-07-01 11:18:51
343,891,ORD00891nfy1s2,priority_match,49.0,paid,2025-06-24 11:18:51
344,892,ORD0089279yl12,exposure_boost,19.9,refunding,2025-07-28 11:18:51
345,893,ORD00893wyr4n0,exposure_boost,19.9,refunding,2025-08-25 11:18:51
346,895,ORD008950z6qge,matchmaker_1v1,199.0,paid,2025-07-17 11:18:51
347,896,ORD008964cyma4,exposure_boost,19.9,refunding,2025-07-17 11:18:51
348,898,ORD00898dw9f92,priority_match,49.0,refunded,2025-08-04 11:18:51
349,899,ORD00899redq4h,matchmaker_1v1,199.0,paid,2025-06-16 11:18:51
350,901,ORD00901szt1r8,matchmaker_1v1,199.0,paid,2025-07-17 11:18:51
351,905,ORD009050bpt3e,matchmaker_1v1,199.0,paid,2025-08-22 11:18:51
352,907,ORD00907jt57y8,exposure_boost,19.9,paid,2025-07-01 11:18:51
353,912,ORD00912ongz2p,priority_match,49.0,refunded,2025-08-29 11:18:51
354,917,ORD00917pqhmx5,priority_match,49.0,refunded,2025-09-02 11:18:51
355,924,ORD00924asrw7s,priority_match,49.0,paid,2025-07-08 11:18:51
356,925,ORD009250pr82n,priority_match,49.0,refunding,2025-08-29 11:18:51
357,927,ORD00927oddrx1,matchmaker_1v1,199.0,refunded,2025-08-11 11:18:51
358,932,ORD009320xw0rq,exposure_boost,19.9,paid,2025-07-27 11:18:51
359,935,ORD0093555kyxn,matchmaker_1v1,199.0,paid,2025-08-30 11:18:51
360,938,ORD00938tak99c,priority_match,49.0,unpaid,2025-09-10 11:18:51
361,939,ORD00939p693po,priority_match,49.0,paid,2025-08-31 11:18:51
362,940,ORD009403u8l7e,priority_match,49.0,unpaid,2025-09-01 11:18:51
363,942,ORD00942s3b6fm,priority_match,49.0,paid,2025-07-29 11:18:51
364,945,ORD00945plmao6,priority_match,49.0,refunding,2025-06-23 11:18:51
365,946,ORD0094611ohju,matchmaker_1v1,199.0,refunded,2025-09-06 11:18:51
366,952,ORD00952hirb9s,priority_match,49.0,paid,2025-07-13 11:18:51
367,953,ORD00953k72xxz,exposure_boost,19.9,unpaid,2025-06-28 11:18:51
368,954,ORD00954kofuzt,priority_match,49.0,paid,2025-07-18 11:18:51
369,955,ORD00955tnkupb,matchmaker_1v1,199.0,refunded,2025-08-05 11:18:51
370,956,ORD009561j9o6w,priority_match,49.0,paid,2025-06-21 11:18:51
371,958,ORD00958wdrx2e,exposure_boost,19.9,refunding,2025-07-28 11:18:51
372,962,ORD00962wk6vk0,matchmaker_1v1,199.0,paid,2025-07-11 11:18:51
373,965,ORD00965yi7y93,exposure_boost,19.9,paid,2025-08-03 11:18:51
374,967,ORD00967ozs9mk,priority_match,49.0,refunded,2025-06-20 11:18:51
375,968,ORD00968zgcr0w,priority_match,49.0,refunded,2025-07-15 11:18:51
376,970,ORD0097040i15b,priority_match,49.0,paid,2025-07-22 11:18:51
377,974,ORD00974vbhk30,matchmaker_1v1,199.0,refunding,2025-09-09 11:18:51
378,976,ORD00976aoohhe,exposure_boost,19.9,refunding,2025-06-24 11:18:51
379,979,ORD0097995fufc,exposure_boost,19.9,refunding,2025-07-08 11:18:51
380,980,ORD00980jzx2zr,exposure_boost,19.9,refunded,2025-06-16 11:18:51
381,983,ORD009835rw0ta,priority_match,49.0,refunded,2025-07-18 11:18:51
382,985,ORD009858vj3uz,priority_match,49.0,refunding,2025-07-26 11:18:51
383,987,ORD00987v8wfxh,matchmaker_1v1,199.0,refunding,2025-06-26 11:18:51
384,989,ORD00989mazluj,exposure_boost,19.9,paid,2025-09-02 11:18:51
385,991,ORD00991f68bu6,exposure_boost,19.9,unpaid,2025-06-12 11:18:51
386,993,ORD00993kxoboz,priority_match,49.0,paid,2025-08-06 11:18:51
387,994,ORD00994znrqld,exposure_boost,19.9,refunded,2025-08-08 11:18:51
388,999,ORD00999mm5gt8,matchmaker_1v1,199.0,refunded,2025-08-18 11:18:51
389,1003,ORD01003huj4j2,matchmaker_1v1,199.0,paid,2025-06-13 11:18:51
390,1005,ORD01005jblgfh,priority_match,49.0,refunded,2025-08-17 11:18:51
391,1006,ORD010062rj5eh,matchmaker_1v1,199.0,refunded,2025-08-12 11:18:51
392,1007,ORD01007rtlowr,matchmaker_1v1,199.0,refunding,2025-07-10 11:18:51
393,1010,ORD01010xaehpf,matchmaker_1v1,199.0,refunding,2025-08-04 11:18:51
394,1013,ORD01013k1kpje,matchmaker_1v1,199.0,paid,2025-08-14 11:18:51
395,1014,ORD01014zvuvkr,priority_match,49.0,refunded,2025-06-29 11:18:51
396,1016,ORD01016q5z670,matchmaker_1v1,199.0,unpaid,2025-09-06 11:18:51
397,1018,ORD01018wt73sy,priority_match,49.0,refunded,2025-06-28 11:18:51
398,1019,ORD01019bljp2t,exposure_boost,19.9,paid,2025-06-12 11:18:51
399,1021,ORD01021fs8pad,priority_match,49.0,refunding,2025-08-15 11:18:51
400,1023,ORD01023frxztg,exposure_boost,19.9,refunded,2025-07-21 11:18:51
401,1026,ORD01026dyqpfr,matchmaker_1v1,199.0,refunded,2025-06-16 11:18:51
402,1029,ORD01029hjuted,priority_match,49.0,paid,2025-06-20 11:18:51
403,1031,ORD01031uj0b4p,priority_match,49.0,refunding,2025-08-31 11:18:51
404,1037,ORD01037sl47bs,matchmaker_1v1,199.0,unpaid,2025-07-09 11:18:51
405,1043,ORD01043gv1vg7,priority_match,49.0,refunding,2025-07-26 11:18:51
406,1044,ORD010443e39xm,matchmaker_1v1,199.0,refunded,2025-08-14 11:18:51
407,1045,ORD01045yzn3x3,priority_match,49.0,refunding,2025-06-28 11:18:51
408,1046,ORD01046emoahw,exposure_boost,19.9,paid,2025-06-30 11:18:51
409,1048,ORD01048vkzuk2,priority_match,49.0,refunding,2025-07-13 11:18:51
410,1050,ORD01050ns4jih,matchmaker_1v1,199.0,refunded,2025-06-15 11:18:51
411,1053,ORD01053fgap5d,priority_match,49.0,unpaid,2025-08-15 11:18:51
412,1054,ORD01054sb8dey,priority_match,49.0,paid,2025-07-26 11:18:51
413,1055,ORD01055tobf8o,priority_match,49.0,paid,2025-09-05 11:18:51
414,1056,ORD01056nezquq,priority_match,49.0,refunding,2025-08-01 11:18:51
415,1057,ORD010576fii8j,priority_match,49.0,paid,2025-06-25 11:18:51
416,1059,ORD01059o4psuy,priority_match,49.0,refunding,2025-07-10 11:18:51
417,1061,ORD010619j9lxj,matchmaker_1v1,199.0,unpaid,2025-07-17 11:18:51
418,1063,ORD01063q9sla2,priority_match,49.0,refunding,2025-09-10 11:18:51
419,1065,ORD01065nxas4x,exposure_boost,19.9,refunding,2025-07-22 11:18:51
420,1067,ORD01067cdjniw,exposure_boost,19.9,paid,2025-09-01 11:18:51
421,1069,ORD01069wn8hbf,priority_match,49.0,refunding,2025-07-24 11:18:51
422,1070,ORD0107031iaoy,exposure_boost,19.9,refunding,2025-07-01 11:18:51
423,1072,ORD010724zeo3q,exposure_boost,19.9,paid,2025-08-26 11:18:51
424,1073,ORD010732zcsc4,priority_match,49.0,refunded,2025-08-19 11:18:51
425,1078,ORD01078qqae4r,exposure_boost,19.9,unpaid,2025-08-28 11:18:51
426,1079,ORD01079vax0f6,matchmaker_1v1,199.0,refunding,2025-08-10 11:18:51
427,1080,ORD01080wkvgkq,priority_match,49.0,refunding,2025-07-25 11:18:51
428,1087,ORD010879d9ei8,matchmaker_1v1,199.0,unpaid,2025-06-25 11:18:51
429,1089,ORD01089btrp63,matchmaker_1v1,199.0,refunded,2025-07-07 11:18:51
430,1094,ORD01094vzmzi9,matchmaker_1v1,199.0,unpaid,2025-08-30 11:18:51
431,1097,ORD0109711xvrc,priority_match,49.0,refunding,2025-08-09 11:18:51
432,1098,ORD01098lt9bv5,matchmaker_1v1,199.0,refunded,2025-08-27 11:18:51
433,1099,ORD01099ysm05u,exposure_boost,19.9,paid,2025-07-31 11:18:51
434,1105,ORD01105h8t3mj,matchmaker_1v1,199.0,unpaid,2025-07-27 11:18:51
435,1111,ORD011119ht3ia,priority_match,49.0,refunded,2025-07-30 11:18:51
436,1113,ORD01113h3z1zg,priority_match,49.0,refunding,2025-06-25 11:18:51
437,1116,ORD011160afj3u,exposure_boost,19.9,paid,2025-09-03 11:18:51
438,1117,ORD01117e420r6,exposure_boost,19.9,refunded,2025-07-26 11:18:51
439,1118,ORD01118w6p5h5,exposure_boost,19.9,unpaid,2025-09-02 11:18:51
440,1119,ORD01119r2digd,exposure_boost,19.9,paid,2025-09-10 11:18:51
441,1123,ORD01123stpa6f,priority_match,49.0,paid,2025-07-26 11:18:51
442,1136,ORD011369qeoli,exposure_boost,19.9,paid,2025-06-13 11:18:51
443,1140,ORD01140darrby,priority_match,49.0,unpaid,2025-07-10 11:18:51
444,1144,ORD01144134pdo,priority_match,49.0,paid,2025-09-08 11:18:51
445,1151,ORD011515m1r42,matchmaker_1v1,199.0,unpaid,2025-07-17 11:18:51
446,1153,ORD011536bcv1s,exposure_boost,19.9,paid,2025-09-06 11:18:51
447,1155,ORD0115596kgha,priority_match,49.0,paid,2025-07-13 11:18:51
448,1156,ORD01156v3z7ra,exposure_boost,19.9,refunding,2025-07-24 11:18:51
449,1157,ORD01157nxxou0,exposure_boost,19.9,refunded,2025-08-31 11:18:51
450,1158,ORD01158n5t22g,exposure_boost,19.9,refunded,2025-06-23 11:18:51
451,1161,ORD01161c4o0fs,exposure_boost,19.9,unpaid,2025-08-11 11:18:51
452,1163,ORD01163ldr77x,matchmaker_1v1,199.0,refunded,2025-06-29 11:18:51
453,1164,ORD01164664r9e,matchmaker_1v1,199.0,paid,2025-07-01 11:18:51
454,1165,ORD01165cjcjxi,exposure_boost,19.9,paid,2025-08-08 11:18:51
455,1167,ORD01167nbmkjt,priority_match,49.0,refunding,2025-09-04 11:18:51
456,1168,ORD01168pkobk4,exposure_boost,19.9,paid,2025-07-18 11:18:51
457,1169,ORD01169nsdu5z,matchmaker_1v1,199.0,paid,2025-08-25 11:18:51
458,1173,ORD01173cg6ntn,matchmaker_1v1,199.0,paid,2025-08-19 11:18:51
459,1176,ORD01176kp6k3d,matchmaker_1v1,199.0,refunding,2025-08-12 11:18:51
460,1180,ORD01180a3wohw,exposure_boost,19.9,refunding,2025-09-07 11:18:51
461,1182,ORD011828l5dzl,matchmaker_1v1,199.0,paid,2025-09-06 11:18:51
462,1184,ORD01184p84nyu,matchmaker_1v1,199.0,unpaid,2025-07-10 11:18:51
463,1186,ORD01186bifpac,exposure_boost,19.9,refunding,2025-06-28 11:18:51
464,1187,ORD0118722y5bl,exposure_boost,19.9,refunded,2025-07-14 11:18:51
465,1188,ORD01188rgqo3b,matchmaker_1v1,199.0,refunding,2025-06-30 11:18:51
466,1195,ORD01195ron0qe,exposure_boost,19.9,paid,2025-07-09 11:18:51
467,1199,ORD01199czpzw3,exposure_boost,19.9,refunded,2025-08-01 11:18:51
468,1203,ORD01203tclsb2,exposure_boost,19.9,paid,2025-08-16 11:18:51
469,1204,ORD01204yskb1q,exposure_boost,19.9,refunded,2025-06-20 11:18:51
470,1207,ORD01207h8581q,priority_match,49.0,unpaid,2025-07-29 11:18:51
471,1208,ORD01208zak393,exposure_boost,19.9,refunding,2025-08-28 11:18:51
472,1212,ORD01212yozfly,exposure_boost,19.9,unpaid,2025-08-24 11:18:51
473,1214,ORD01214f3mk15,priority_match,49.0,paid,2025-09-01 11:18:51
474,1216,ORD01216f1plqy,matchmaker_1v1,199.0,refunded,2025-06-26 11:18:51
475,1218,ORD01218x8sorh,matchmaker_1v1,199.0,unpaid,2025-09-01 11:18:51
476,1222,ORD01222iqte0x,priority_match,49.0,paid,2025-07-14 11:18:51
477,1225,ORD01225di5fdc,priority_match,49.0,refunded,2025-08-21 11:18:51
478,1226,ORD01226gl76cj,priority_match,49.0,refunding,2025-09-01 11:18:51
479,1227,ORD01227ig52g4,exposure_boost,19.9,paid,2025-07-31 11:18:51
480,1232,ORD01232cyhn3k,priority_match,49.0,paid,2025-08-03 11:18:51
481,1236,ORD012363rzhjb,exposure_boost,19.9,paid,2025-08-11 11:18:51
482,1240,ORD01240cbe4zy,exposure_boost,19.9,paid,2025-09-04 11:18:51
483,1242,ORD012427xcgfp,exposure_boost,19.9,paid,2025-07-21 11:18:51
484,1246,ORD0124685wzt5,priority_match,49.0,refunded,2025-06-30 11:18:51
485,1248,ORD01248vgjoun,matchmaker_1v1,199.0,paid,2025-07-08 11:18:51
486,1250,ORD012502emcoz,exposure_boost,19.9,refunded,2025-07-10 11:18:51
487,1253,ORD01253o8e33m,exposure_boost,19.9,paid,2025-07-07 11:18:51
488,1254,ORD0125497gjn1,matchmaker_1v1,199.0,paid,2025-08-31 11:18:51
489,1255,ORD01255h6s0xx,exposure_boost,19.9,refunding,2025-08-02 11:18:51
490,1260,ORD012601p9up7,exposure_boost,19.9,paid,2025-08-15 11:18:51
491,1261,ORD01261l371i9,exposure_boost,19.9,paid,2025-07-15 11:18:51
492,1266,ORD01266vm5qyk,priority_match,49.0,unpaid,2025-07-09 11:18:51
493,1268,ORD01268bdgg7p,priority_match,49.0,refunded,2025-07-01 11:18:51
494,1269,ORD0126999dt25,matchmaker_1v1,199.0,refunded,2025-07-27 11:18:51
495,1271,ORD012712bfx5a,exposure_boost,19.9,paid,2025-06-28 11:18:51
496,1274,ORD01274oxrcuo,matchmaker_1v1,199.0,unpaid,2025-07-07 11:18:51
497,1276,ORD01276hub5qo,exposure_boost,19.9,paid,2025-06-13 11:18:51
498,1277,ORD01277nszzjp,priority_match,49.0,paid,2025-06-18 11:18:51
499,1278,ORD012780dt0zj,matchmaker_1v1,199.0,refunding,2025-08-14 11:18:51
500,1279,ORD01279a551sq,exposure_boost,19.9,unpaid,2025-07-16 11:18:51
501,1281,ORD01281isswue,exposure_boost,19.9,unpaid,2025-09-01 11:18:51
502,1282,ORD01282uy3ohi,priority_match,49.0,unpaid,2025-08-17 11:18:51
503,1284,ORD01284y2ntzm,priority_match,49.0,refunding,2025-06-16 11:18:51
504,1287,ORD01287z31b6q,exposure_boost,19.9,unpaid,2025-08-14 11:18:51
505,1294,ORD01294fxu05y,priority_match,49.0,refunded,2025-09-05 11:18:51
506,1298,ORD012985pwpp0,exposure_boost,19.9,unpaid,2025-08-03 11:18:51
507,1299,ORD01299gk4wf3,priority_match,49.0,paid,2025-07-19 11:18:51
508,1301,ORD01301ij9oir,exposure_boost,19.9,refunding,2025-06-27 11:18:51
509,1303,ORD01303u9pzn6,exposure_boost,19.9,paid,2025-07-07 11:18:51
510,1305,ORD013052v0bv2,priority_match,49.0,refunding,2025-08-10 11:18:51
511,1306,ORD01306kzczxt,exposure_boost,19.9,refunded,2025-06-19 11:18:51
512,1308,ORD01308fg28op,matchmaker_1v1,199.0,paid,2025-08-30 11:18:51
513,1309,ORD01309rfcqqb,matchmaker_1v1,199.0,unpaid,2025-06-26 11:18:51
514,1311,ORD01311g2vgrx,matchmaker_1v1,199.0,paid,2025-07-05 11:18:51
515,1314,ORD01314nfs0jf,matchmaker_1v1,199.0,unpaid,2025-08-21 11:18:51
516,1315,ORD013153xu6sk,matchmaker_1v1,199.0,unpaid,2025-09-06 11:18:51
517,1316,ORD01316nn9gvd,matchmaker_1v1,199.0,paid,2025-08-03 11:18:51
518,1319,ORD013199csnwq,exposure_boost,19.9,unpaid,2025-07-10 11:18:51
519,1321,ORD01321rr6clc,priority_match,49.0,paid,2025-08-21 11:18:51
520,1323,ORD01323k8osh7,priority_match,49.0,paid,2025-08-27 11:18:51
521,1325,ORD01325jnqljq,exposure_boost,19.9,paid,2025-07-15 11:18:51
522,1326,ORD01326mlkdxf,matchmaker_1v1,199.0,refunded,2025-09-09 11:18:51
523,1331,ORD01331wospd2,exposure_boost,19.9,paid,2025-09-02 11:18:51
524,1332,ORD01332c8kntb,matchmaker_1v1,199.0,refunded,2025-06-15 11:18:51
525,1335,ORD013356svut9,matchmaker_1v1,199.0,paid,2025-06-19 11:18:51
526,1337,ORD01337mld087,matchmaker_1v1,199.0,refunding,2025-08-25 11:18:51
527,1346,ORD0134674ugoy,exposure_boost,19.9,unpaid,2025-08-28 11:18:51
528,1347,ORD01347b7l9yj,priority_match,49.0,paid,2025-08-22 11:18:51
529,1360,ORD01360a1s6ck,exposure_boost,19.9,paid,2025-07-06 11:18:51
530,1361,ORD01361hoinp7,matchmaker_1v1,199.0,refunding,2025-07-03 11:18:51
531,1363,ORD01363b2i9e6,priority_match,49.0,unpaid,2025-09-10 11:18:51
532,1367,ORD01367vqxrbb,exposure_boost,19.9,paid,2025-09-10 11:18:51
533,1368,ORD01368jehd8o,matchmaker_1v1,199.0,paid,2025-08-11 11:18:51
534,1370,ORD013703hohdp,priority_match,49.0,unpaid,2025-06-18 11:18:51
535,1373,ORD0137398vf76,priority_match,49.0,unpaid,2025-07-03 11:18:51
536,1383,ORD01383cby9fs,priority_match,49.0,paid,2025-08-31 11:18:51
537,1385,ORD01385k53bib,matchmaker_1v1,199.0,refunded,2025-07-18 11:18:51
538,1386,ORD01386o14hxu,matchmaker_1v1,199.0,unpaid,2025-08-01 11:18:51
539,1389,ORD01389jqz7ym,exposure_boost,19.9,unpaid,2025-08-22 11:18:51
540,1390,ORD01390perhe8,exposure_boost,19.9,unpaid,2025-07-22 11:18:51
541,1393,ORD013935btvl1,exposure_boost,19.9,paid,2025-08-15 11:18:51
542,1394,ORD01394coto40,exposure_boost,19.9,refunding,2025-06-16 11:18:51
543,1398,ORD01398i6kfqf,matchmaker_1v1,199.0,refunding,2025-08-02 11:18:51
544,1399,ORD0139963y2ip,exposure_boost,19.9,paid,2025-07-19 11:18:51
545,1400,ORD01400lg2ujv,priority_match,49.0,unpaid,2025-06-12 11:18:51
546,1401,ORD01401sypmr6,exposure_boost,19.9,unpaid,2025-07-03 11:18:51
547,1405,ORD01405q7brd8,matchmaker_1v1,199.0,paid,2025-06-28 11:18:51
548,1409,ORD014096gh03z,priority_match,49.0,refunded,2025-09-03 11:18:51
549,1411,ORD01411ebt3jd,priority_match,49.0,paid,2025-08-02 11:18:51
550,1413,ORD01413qe57it,priority_match,49.0,refunding,2025-08-25 11:18:51
551,1416,ORD01416nwomx3,priority_match,49.0,paid,2025-06-24 11:18:51
552,1422,ORD01422lhdmgp,matchmaker_1v1,199.0,refunded,2025-08-10 11:18:51
553,1424,ORD01424s7wr4j,priority_match,49.0,paid,2025-06-13 11:18:51
554,1425,ORD0142504pjij,priority_match,49.0,paid,2025-07-26 11:18:51
555,1430,ORD01430ofa92d,matchmaker_1v1,199.0,unpaid,2025-07-26 11:18:51
556,1438,ORD0143835kcy4,matchmaker_1v1,199.0,paid,2025-06-25 11:18:51
557,1440,ORD01440i2ul7g,matchmaker_1v1,199.0,paid,2025-09-05 11:18:51
558,1441,ORD01441yzmtl7,matchmaker_1v1,199.0,refunding,2025-07-02 11:18:51
559,1443,ORD01443qo75ru,matchmaker_1v1,199.0,refunded,2025-07-15 11:18:51
560,1445,ORD01445zzwkk8,priority_match,49.0,refunded,2025-06-13 11:18:51
561,1447,ORD01447ye1yay,priority_match,49.0,paid,2025-06-12 11:18:51
562,1449,ORD01449yj8oqc,priority_match,49.0,unpaid,2025-06-15 11:18:51
563,1451,ORD01451240hbc,matchmaker_1v1,199.0,unpaid,2025-07-14 11:18:51
564,1455,ORD01455kj0i1s,priority_match,49.0,refunded,2025-07-12 11:18:51
565,1456,ORD01456dybdim,exposure_boost,19.9,paid,2025-08-09 11:18:51
566,1458,ORD01458twxet9,exposure_boost,19.9,unpaid,2025-08-24 11:18:51
567,1460,ORD01460c4wtre,matchmaker_1v1,199.0,refunding,2025-07-11 11:18:51
568,1461,ORD01461fzd26t,exposure_boost,19.9,refunded,2025-08-22 11:18:51
569,1465,ORD01465pvzhsz,priority_match,49.0,refunded,2025-07-15 11:18:51
570,1470,ORD01470wuqybe,matchmaker_1v1,199.0,paid,2025-08-30 11:18:51
571,1473,ORD01473380dth,matchmaker_1v1,199.0,refunded,2025-08-21 11:18:51
572,1474,ORD01474eo8yrp,matchmaker_1v1,199.0,refunding,2025-08-07 11:18:51
573,1475,ORD014756onrc5,priority_match,49.0,refunded,2025-07-04 11:18:51
574,1477,ORD01477wfiini,matchmaker_1v1,199.0,paid,2025-06-17 11:18:51
575,1479,ORD01479cbzjdw,matchmaker_1v1,199.0,refunded,2025-06-17 11:18:51
576,1480,ORD01480jj9c3n,matchmaker_1v1,199.0,unpaid,2025-08-29 11:18:51
577,1483,ORD01483nyacyo,exposure_boost,19.9,paid,2025-07-21 11:18:51
578,1484,ORD01484zm66yt,matchmaker_1v1,199.0,unpaid,2025-07-25 11:18:51
579,1485,ORD01485e14ce7,priority_match,49.0,paid,2025-07-02 11:18:51
580,1486,ORD01486rajfhm,matchmaker_1v1,199.0,paid,2025-08-24 11:18:51
581,1487,ORD01487k61rqh,priority_match,49.0,paid,2025-07-24 11:18:51
582,1491,ORD01491eubpvv,exposure_boost,19.9,paid,2025-08-05 11:18:51
583,1495,ORD01495c738l2,matchmaker_1v1,199.0,paid,2025-06-29 11:18:51
584,1506,ORD01506qvc1el,exposure_boost,19.9,paid,2025-07-02 11:18:51
585,1507,ORD015071bo9ln,matchmaker_1v1,199.0,unpaid,2025-07-19 11:18:51
586,1508,ORD015089bdkab,priority_match,49.0,paid,2025-07-05 11:18:51
587,1512,ORD01512x1mrol,exposure_boost,19.9,paid,2025-08-27 11:18:51
588,1514,ORD01514rnll63,priority_match,49.0,unpaid,2025-06-23 11:18:51
589,1517,ORD015177u8be1,matchmaker_1v1,199.0,refunded,2025-08-22 11:18:51
590,1523,ORD015231kyltf,exposure_boost,19.9,unpaid,2025-07-31 11:18:51
591,1525,ORD01525c3peun,exposure_boost,19.9,paid,2025-07-23 11:18:51
592,1526,ORD01526c8fb4r,exposure_boost,19.9,refunding,2025-07-09 11:18:51
593,1527,ORD01527lwa3st,matchmaker_1v1,199.0,unpaid,2025-06-20 11:18:51
594,1538,ORD01538tu160g,priority_match,49.0,paid,2025-08-30 11:18:51
595,1539,ORD01539hk75ua,priority_match,49.0,paid,2025-06-27 11:18:51
596,1540,ORD01540hgqn1w,priority_match,49.0,refunded,2025-07-02 11:18:51
597,1541,ORD01541fvhha3,priority_match,49.0,paid,2025-07-21 11:18:51
598,1544,ORD01544vshpkw,exposure_boost,19.9,refunding,2025-07-11 11:18:51
599,1547,ORD01547fjo4of,exposure_boost,19.9,refunded,2025-07-23 11:18:51
600,1548,ORD01548oe0tei,exposure_boost,19.9,refunded,2025-08-04 11:18:51
601,1549,ORD015493uwlcv,matchmaker_1v1,199.0,paid,2025-07-12 11:18:51
602,1552,ORD01552s7jtfi,matchmaker_1v1,199.0,refunded,2025-08-06 11:18:51
603,1555,ORD01555y9ezoc,exposure_boost,19.9,refunded,2025-07-18 11:18:51
604,1563,ORD01563txv54o,priority_match,49.0,refunded,2025-06-23 11:18:51
605,1564,ORD01564kqoizt,priority_match,49.0,paid,2025-09-06 11:18:51
606,1566,ORD015664q8dw9,priority_match,49.0,refunded,2025-08-03 11:18:51
607,1567,ORD01567r1pquu,matchmaker_1v1,199.0,unpaid,2025-07-11 11:18:51
608,1568,ORD015689woscw,matchmaker_1v1,199.0,paid,2025-08-05 11:18:51
609,1570,ORD01570vtg3c5,priority_match,49.0,unpaid,2025-06-13 11:18:51
610,1572,ORD01572can5j6,priority_match,49.0,refunded,2025-08-09 11:18:51
611,1573,ORD01573klom7j,matchmaker_1v1,199.0,paid,2025-07-11 11:18:51
612,1576,ORD01576suko6w,priority_match,49.0,refunding,2025-08-17 11:18:51
613,1577,ORD01577ojnkln,matchmaker_1v1,199.0,paid,2025-07-23 11:18:51
614,1582,ORD015823qvnuf,matchmaker_1v1,199.0,paid,2025-08-22 11:18:51
615,1586,ORD01586dhlazo,priority_match,49.0,refunding,2025-07-19 11:18:51
616,1587,ORD01587lxcu8a,priority_match,49.0,unpaid,2025-08-16 11:18:51
617,1588,ORD015887f4emo,exposure_boost,19.9,refunding,2025-06-20 11:18:51
618,1589,ORD01589inw11c,matchmaker_1v1,199.0,refunding,2025-07-24 11:18:51
619,1591,ORD01591t31yi0,matchmaker_1v1,199.0,refunding,2025-08-11 11:18:51
620,1596,ORD0159647tqt8,exposure_boost,19.9,refunded,2025-08-21 11:18:51
621,1597,ORD01597bcvum9,exposure_boost,19.9,refunded,2025-08-08 11:18:51
622,1608,ORD01608o13dzv,priority_match,49.0,paid,2025-06-14 11:18:51
623,1610,ORD01610mopmoj,matchmaker_1v1,199.0,paid,2025-07-05 11:18:51
624,1612,ORD01612imw71t,matchmaker_1v1,199.0,paid,2025-06-30 11:18:51
625,1615,ORD01615rcavds,priority_match,49.0,unpaid,2025-07-25 11:18:51
626,1621,ORD01621hkn12g,exposure_boost,19.9,paid,2025-07-15 11:18:51
627,1622,ORD01622y0sehy,matchmaker_1v1,199.0,paid,2025-08-20 11:18:51
628,1623,ORD01623wdhd1a,priority_match,49.0,refunded,2025-06-19 11:18:51
629,1625,ORD0162501ls83,priority_match,49.0,unpaid,2025-07-29 11:18:51
630,1628,ORD01628aduzik,matchmaker_1v1,199.0,unpaid,2025-07-06 11:18:51
631,1629,ORD01629j4x16i,priority_match,49.0,unpaid,2025-07-25 11:18:51
632,1633,ORD01633t78lud,exposure_boost,19.9,refunded,2025-08-30 11:18:51
633,1634,ORD01634yxjxfe,matchmaker_1v1,199.0,paid,2025-07-06 11:18:51
634,1635,ORD01635lqveku,exposure_boost,19.9,refunding,2025-08-06 11:18:51
635,1637,ORD01637yd3izc,matchmaker_1v1,199.0,paid,2025-08-11 11:18:51
636,1638,ORD01638qpb85b,matchmaker_1v1,199.0,paid,2025-08-20 11:18:51
637,1640,ORD01640b7zbk5,priority_match,49.0,paid,2025-06-18 11:18:51
638,1642,ORD01642i0cgzh,exposure_boost,19.9,refunding,2025-07-09 11:18:51
639,1643,ORD0164386gm45,exposure_boost,19.9,refunded,2025-08-05 11:18:51
640,1647,ORD01647i7mrdt,matchmaker_1v1,199.0,paid,2025-09-01 11:18:51
641,1648,ORD01648r5b5n6,exposure_boost,19.9,refunding,2025-07-04 11:18:51
642,1659,ORD01659q6yq6j,matchmaker_1v1,199.0,paid,2025-06-30 11:18:51
643,1661,ORD01661fg8z5i,matchmaker_1v1,199.0,refunding,2025-06-16 11:18:51
